publishedAt;authorDisplayName;textDisplay;likeCount;
2023-06-21T16:19:15Z;@Renz007;Setelah arb gmn bro;0;
2023-06-22T02:39:23Z;@theinvestor;👍🏻👍🏻;0;
2023-06-20T12:30:22Z;@handakagatot8964;Terimakasih share ilmunya;0;
2023-06-22T02:39:40Z;@theinvestor;🙏🏻;0;
2023-06-20T12:25:17Z;@amirulmuktamar975;Konten LGBT (Lah Gak Bahaya Ta);1;
2023-06-22T02:39:48Z;@theinvestor;Juranggg;0;
2023-06-20T12:14:40Z;@buythedipbtc;Ya ialah jangan skrg. Pas jatuh ke 2800 mantul saya masuk all in... Pas 3900 keluar karna reject.. 😅😅😅😅;2;
2023-06-20T14:44:51Z;@jalaninaja2409;U;0;
2023-06-21T16:09:15Z;@Renz007;2800 bisa di hold bang  ?<br>Tapi demand n harga batubara nya anjlok <br>Cyclical. Gmn tuh bg;0;
2023-06-21T16:12:36Z;@buythedipbtc;@@Renz007 udah kluar di 3900 saya. Hold aja sih sampe dividen nanti jg naik lagi.. Pas puncak kedua baru exit di 3800 boleh;0;
2023-06-26T13:43:26Z;@Mankdolz;​@@buythedipbtckalau dapet harga 2.800 di hold sampe pembagian deviden tahun depan bisa cuan melebihi capital gain ya bang?;0;
2023-06-20T12:14:32Z;@hendrygenk4482;Yakin besok terbang ke 4000an da…;5;
2023-06-20T13:48:18Z;@TanTun-sw7oe;Bisa jd;0;
2023-06-22T02:40:10Z;@theinvestor;Susah nebak angka pak 😁;0;
2023-10-19T10:33:42Z;@fadjarkusmanto719;Bisa jadi bang soalnya sudah 3x naik ke harga wajar;0;
2023-06-20T12:13:22Z;@ocha8169;Yey..sy cicil ptba dari tahun lalu.... Jdi klo Pemerintah perlu Dana seger..mk investor ritel kecipratan rezeki...;11;
2023-06-20T12:55:22Z;@MissAll-kq4zk;Punya nrap lot ca;0;
2023-06-20T12:13:04Z;@kupassaham;Mantap.. Wait and see aja dulu;3;
2023-06-22T02:40:22Z;@theinvestor;👍🏻👍🏻;0;
2023-06-20T12:12:18Z;@andreasarianto7313;Jangan Ragu2 maksudnya Bos;2;
2023-06-22T02:40:27Z;@theinvestor;😁👍🏻;0;
2023-06-20T12:09:06Z;@cisco639;Dih ngatur 😂;5;
2023-06-22T02:40:33Z;@theinvestor;😄👍🏻;0;
2023-06-20T12:06:59Z;@imamyuda3550;Cie cie.... Yg nyangkut di HRUM..;7;
2023-06-22T02:40:38Z;@theinvestor;😄;0;
2023-06-29T02:48:18Z;@adesetiawan6592;Nyangkut? Dasar mindset penjudi 😂. Saya aja suka hrum yang turun terus harganya. Punya HRUM di harga rata&quot;;
2023-06-20T12:03:07Z;@ravien231;First min , pin dong;1;
2023-06-22T02:40:47Z;@theinvestor;Thx pak 😁🙏🏻;0;
2023-06-20T08:53:56Z;@theinvestor;"Silahkan download EBOOK 5 SAHAM UNDERVALUE (Update kinerja kuartal I - 2023) Dapatkan secara GRATIS : <a href=""https://theinvestor.id/free-ebook-watchlist/"">https://theinvestor.id/free-ebook-watchlist/</a> <br><br>Ikuti program online course VALUE INVESTING MASTERY: <a href=""https://valueinvestingmastery.id/"">https://valueinvestingmastery.id/</a> <br><br>Follow juga IG The Investor: <a href=""https://www.instagram.com/theinvestor_id/"">https://www.instagram.com/theinvestor_id/</a><br><br>Join Channel Telegram The Investor: <a href=""https://t.me/theinvestor_id"">https://t.me/theinvestor_id</a>";2;
